Date,Startup,Industry,Location,Investors,Investment_Type, Amount_USD 
27-09-17,Transerve,Technology,Mumbai,"IL&FS Investment Managers, Omidyar Network.",Private Equity,"16,00,000"
27-09-17,Pitstop,Consumer Internet,Bangalore,"Blume Ventures, Goldbell Group, Anurag Srivastava, Shailesh Rao, Amiya Pathak, Rajesh Yohanan and Rahul Garg",Private Equity,"10,00,000"
27-09-17,MyUpchar,Consumer Internet,New Delhi,LetsVenture,Seed Funding,"3,00,000"
28-09-17,Aadyah,Technology,Bangalore,Keiretsu Forum,Private Equity,"10,00,000"
03-10-17,Ola Cabs,Consumer Internet,Bangalore,"Tencent, Softbank Group",Private Equity,"11,00,00,000"
04-10-17,CollPoll,Consumer Internet,Bangalore,Sprout Angels,Seed Funding,"3,06,000"
04-10-17,PhonePe,Consumer Internet,Bangalore,Flipkart,Private Equity,"3,87,00,000"
05-10-17,Little Black Book,Consumer Internet,New Delhi,"Blume Ventures, IDG Ventures & Indian Angel Network",Private Equity,"10,00,000"
05-10-17,Oorjan,Technology,Mumbai,Globevestor,Seed Funding,"4,50,000"
05-10-17,Zefo,ECommerce,Bangalore,"Sequoia India, Helion Venture Partners, Beenext",Private Equity,"92,00,000"
06-10-17,Yaantra,ECommerce,New Delhi,Carpediem Capital,Private Equity,"31,00,000"
06-10-17,Farm Taaza,Technology,Bangalore,"Epsilon Venture Partners, Tara India Fund IV and others",Private Equity,"80,00,000"
06-10-17,Drivezy,Consumer Internet,Bangalore,"Das Capital, Axan Partners, Das Capital and IT Farm",Private Equity,"1,00,00,000"
06-10-17,Slice Pay,Consumer Internet,Bangalore,"Das Capital, Simile Ventures",Private Equity,"20,00,000"
09-10-17,MyGubbi,eCommerce,Bangalore,"Firoze Irani, Vipul Parekh, Ananda Kallugadde, Rajesh K Murthy",Private Equity,"27,00,000"
09-10-17,OneStepUp,Technology,New Delhi,Orient BlackSwan,Seed Funding,"3,36,000"
10-10-17,Parallel Dots,Technology,Gurgaon,"Multipoint Capital,",Private Equity,"14,00,000"
10-10-17,Easy Diner,Consumer Internet,Gurgaon,Saama Capital and DSG Consumer Partners,Private Equity,"45,00,000"
11-10-17,Meesho,ECommerce,Bangalore,"SAIF Partners, YCombinator, Venture Highway",Private Equity,"31,00,000"
11-10-17,StanPlus,Logistics,Hyderabad,KStart Capital,Private Equity,"11,00,000"
12-10-17,UCLID,Technology,Hyderabad,Undisclosed investors,Seed Funding,"2,35,000"
13-10-17,Policy Bazaar,Consumer Internet,Gurgaon,"Wellington Management, DG Ventures India, True North",Private Equity,"7,70,00,000"
13-10-17,Gapoon,Consumer Internet,Bangalore,"Vida Ventures, Snehal Mantri, Anshu Bahadur",Seed Funding,"2,50,000"
13-10-17,Chaayos,eCommerce,Gurgaon,Tiger Global Management,Private Equity,"20,00,000"
16-10-17,KrazyBee,Consumer Internet,Bangalore,"Xiaomi Technologies, Shunwei Capital",Private Equity,"80,00,000"
16-10-17,Renew Buy,Consumer Internet,New Delhi,Amicus Capital,Private Equity,"92,00,000"
17-10-17,Fingerlix,Consumer Internet,Bangalore,"Accel Partners, Zephyr Peacock",Private Equity,"70,00,000"
18-10-17,Bank Bazaar,Consumer Internet,Chennai,Experian,Private Equity,"70,00,000"
18-10-17,BlackBuck,Logistics,Bangalore,Innoven Capital,Private Equity,"77,00,000"
18-10-17,LenDen Club,Consumer Internet,Mumbai,Undisclosed Investor,Seed Funding,"5,00,000"
23-10-17,Toppr,Consumer Internet,Mumbai,"SAIF Partners, Helion Ventures, FIL Capital Management",Private Equity,"70,00,000"
23-10-17,RAW Pressery,Food & Beverage,Mumbai,"DSG Consumer Partners, Sequoia Capital, Saama Capital",Private Equity,"60,00,000"
23-10-17,Cashe,Consumer Internet,Mumbai,IFMR Capital,Debt Funding,"31,00,000"
23-10-17,Park Easy,Consumer Internet,Kolkata,Rockstart Accelerator,Seed Funding,"1,18,000"
24-10-17,FYRE,Food & Beverage,Mumbai,Venture Catalysts,Seed Funding,"5,00,000"
24-10-17,ZipLoan,Consumer Internet,New Delhi,"Matrix Partners India, WaterBridge Ventures, Whiteboard Capital, Sarbvir Singh",Private Equity,"30,00,000"
24-10-17,Skillenza,Consumer Internet,Bangalore,"Blume Ventures, Indian Angel Network",Seed Funding,"7,22,000"
25-10-17,SpotDraft,Consumer Internet,Gurgaon,"Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments",Seed Funding,"5,50,000"
26-10-17,Big Basket,eCommerce,Bangalore,Helion Ventures Partners,Private Equity,"50,00,000"
27-10-17,OfBusiness,Technology,Gurgaon,Kotak Mahindra Bank,Debt Funding,"38,00,000"
28-10-17,CashFree,Technology,New Delhi,Y Combinator,Seed Funding,"1,20,000"
28-10-17,Ola Cabs,Consumer Internet,Bangalore,ANI Technologies Pvt. Ltd,Private Equity,"77,00,000"
30-10-17,GoldFarm,Food & Beverage,Coimbatore,Mahindra & Mahindra and Infuse Ventures,Private Equity,"20,00,000"
31-10-17,NetMeds,ECommerce,Chennai,TannCam Investment & Sistema Asia Fund,Private Equity,"1,40,00,000"
31-10-17,MSE,Finance,Mumbai,"IL&FS, Trust Capital, Rosy Blue Securities, Radhakrishan Damani and Rakesh Jhunjhunwala",Private Equity,"3,20,00,000"
02-11-17,Prest Loans,Finance,New Delhi,"Manish Poddar, Arun Garg, Parmeshwar Sharma",Seed Funding,"5,70,000"
03-11-17,Vagupu,Technology,Bangalore,Undisclosed Investors,Seed Funding,"10,00,000"
03-11-17,Kalpnik Technologies,Technology,Bangalore,Venture Catalysts,Seed Funding,"5,00,000"
04-11-17,Hevo Data,Technology,Bangalore,IDG Ventures India,Private Equity,"10,00,000"
07-11-17,DocTalk,Technology,Mumbai,"Matrix Partners India, Khosla Ventures",Private Equity,"50,00,000"
07-11-17,CoveIoT,Technology,Bangalore,"Titan Co Ltd, Tata Group\\xe2\\x80\\x99s watch and jewellery retailing firm",Private Equity,"50,00,000"
08-11-17,TalentEdge,Technology,Bangalore,Lumis Partners,Private Equity,"76,00,000"
08-11-17,Fisdom,Finance,Bangalore,Quona Capital Management,Private Equity,"30,00,000"
08-11-17,FarmLink,eCommerce,Mumbai,"Pioneering Ventures, Syngenta AG",Private Equity,"30,00,000"
08-11-17,OpenApp,Technology,Bangalore,"Axilor Ventures, Kumar Vembu",Private Equity,"36,00,000"
09-11-17,NoPaperForms,Technology,Delhi,Info Edge,Seed Funding,"8,72,000"
10-11-17,Qubole,Technology,Bangalore,"Singtel, Innov8, Harmony Partners",Private Equity,"2,50,00,000"
13-11-17,Universal Sportsbiz Pvt. Ltd,ECommerce,Mumbai,Accel Partners,PrivateEquity,"1,50,00,000"
14-11-17,Active AI,Technology,Bangalore,Vertex Ventures,Private Equity,"82,50,000"
15-11-17,Sumeru,Technology,Bangalore,Undisclosed Investors,Seed Funding,"9,00,000"
15-11-17,Omnia Information,Technology,Delhi,Omidyar Network,Private Equity,"30,00,000"
17-11-17,Kanhaiya,Inspiration,Hyderabad,Undisclosed Investors,Seed/Angel Funding,"2,00,000"
20-11-17,ONN Bikes,Technology,Mumbai,Z Nation Lab,Seed/Angel Funding,"6,92,000"
21-11-17,Rapido,Technology,Hyderabad,"Skycatcher Fund, Aravind Sanka",Seed/Angel Funding,"3,29,230"
21-11-17,Heckyl,Technology,Mumbai,"Notion Capital, IDG Ventures",Private Equity,"27,00,000"
21-11-17,Nuvepro,Technology,Mumbai,1Crowd,Seed/Angel Funding,"4,00,000"
21-11-17,RedBook,Technology,Mumbai,"Vida Ventures, Dr. Aniruddha Malpani",Seed/Angel Funding,"2,50,000"
21-11-17,Portea,Healthcare,Bangalore,"Sabre Partners, MEMG CDC",Private Equity,"2,60,00,000"
21-11-17,Epiq Capital,Finance,Mumbai,Global Institutional Investors,Private Equity,"20,00,00,000"
24-11-17,IDG Ventures,Finance,Bangalore,Uniliver Ventures,Private Equity,"1,00,00,000"
24-11-17,TempGo,Technology,Goa,Javelin StartupO Victory Fund,Seed/Angel Funding,"2,50,000"
27-11-17,Edelweiss,Finance,Mumbai,Undisclosed investors,Private Equity,"27,00,00,000"
27-11-17,ERA,Technology,Mumbai,Amit Patni,Seed/Angel Funding,39000
27-11-17,Smaaash,Technology,Mumbai,Sixth Sense Ventures,Private Equity,"38,00,000"
28-11-17,Chumbak,Lifestyle,Bangalore,Gaja Capital,Private Equity,"1,30,00,000"
28-11-17,FR8,Technology,Chennai,IFMR Capital,Debt Funding,"15,00,000"
28-11-17,MobieFit,Healthcare,Goa,"NB Ventures, MediAssist",Seed/Angel Funding,"13,50,000"
28-11-17,Stanza Living,Technology,Delhi,"Matrix PArtners, Accel",Private Equity,"20,00,000"
05-12-17,Dunzo,Technology,Bangalore,Google,Private Equity,"1,23,00,000"
05-12-17,Tata Housing,Real Estate,Mumbai,Hines,Private Equity,"2,30,00,000"
05-12-17,HandyTrain,Technology,Goa,NB Ventures,Private Equity,"10,00,000"
05-12-17,Mobycy,Technology,Gurgaon,Undisclosed Investors,Seed/Angel Funding,"5,00,000"
06-12-17,Greenlight Planet,Technology,Mumbai,"Apis Partner, Eight Roads Ventures, Bamboo Capital Partners",Private Equity,"6,00,00,000"
06-12-17,Fintobox,Technology,Chennai,Lightbox,Private Equity,"70,00,000"
07-12-17,Mswipe,Technology,Mumbai,Eduardo Saverin,Private Equity,"1,00,00,000"
07-12-17,The Label Life,E-Commerce,Mumbai,Kalpvriksh,Private Equity,"31,00,000"
07-12-17,Cygnus Hospitals,Healthcare,Gurgaon,Somerset Indus Capital Ventures,Seed/Angel Funding,"7,50,000"
07-12-17,eShakti,Ecommerce,Chennai,IDG Ventures,Debt Funding,"23,00,000"
08-12-17,Inshorts,Technology,Noida,Tiger Global,Private Equity,"50,00,000"
11-12-17,Vahdam Tea,E-Commerce,Delhi,"Singapore Angel Network, Mumbai Angel",Private Equity,"15,00,000"
11-12-17,Logic Roots,Technology,Mumbai,Village Capital,Seed/Angel Funding,50000
11-12-17,Project Mudra,Technology,Bengaluru,Village Capital,Seed/Angel Funding,50000
11-12-17,Furlenco,Technology,Bengaluru,Aamir Khan,Debt Funding,"12,00,000"
12-12-17,I Can Stay,Technology,Delhi,HT Media,Private Equity,"18,00,000"
12-12-17,Simility,Technology,Hyderabad,Accel Partners,Private Equity,"1,75,00,000"
12-12-17,Shopholix,E-Commerce,Gurgaon,Munesh Khanna,Seed/Angel Funding,"2,33,000"
13-12-17,MindTickle,Technology,Pune,Canaan Partners,Private Equity,"2,70,00,000"
13-12-17,Nazara Technologies,Technology,Mumbai,Rakesh Jhunjhunwala,Private Equity,"2,70,00,000"
13-12-17,DocsApp,Technology,Bengaluru,Bessemer Venture Partners,Private Equity,"72,00,000"
14-12-17,Tea Box,E-Commerce,Bengaluru,RB Investments,Private Equity,"70,00,000"
14-12-17,Transversal Technologies,Technology,Bengaluru,Matrix Partners,Private Equity,"60,00,000"
14-12-17,Curofy,Technology,Gurgaon,RoundGlass Partners LLC,Seed/Angel Funding,"2,50,000"
14-12-17,HomeLane,E-Commerce,Bengaluru,"Accel Partners, Sequoia Capital, RB Investments",Private Equity,"1,00,00,000"
15-12-17,Purplle,E-Commerce,Mumbai,"Mountain Pain Capital, Suncoast Investments",Seed/Angel Funding,"5,37,000"
15-12-17,Cash Suvidha,E-Commerce,Delhi,N/A,Debt Funding,"27,00,000"
19-12-17,Springboard,Technology,Bengaluru,"Costanoa, Learn Capital, Jyoti Bansal",Private Equity,"95,00,000"
19-12-17,9Stacks,Technology,Delhi,"Swati Gupta, Purnima Khandelwal, Maheshwar Peri, Sanjay Singh",Private Equity,"15,00,000"
20-12-17,Your Quote,Technology,Bengaluru,"Axilor Ventures, E-City VEntures Atul Goel",Private Equity,"10,00,000"
20-12-17,Spandana Sphoorty,Finance,Hyderabad,"""Kedaraa Capital, Ontario Teachers\\'""",Private Equity,"1,95,00,000"
21-12-17,Indus OS,Technology,Mumbai,Omidyar Network,Private Equity,"40,00,000"
21-12-17,EasyEcom,E-Commerce,Bengaluru,"Ambarish Gupta, Aneesh Reddy, Bold Ventures, Vona Investments",Seed/Angel Funding,"1,50,000"
26-12-17,Specsmakers,E-Commerce,Chennai,Eight Roads Ventures India,Private Equity,"1,00,00,000"
27-12-17,Foyr.com,Technology,Hyderabad,Jones Lang LaSalle,Private Equity,"38,00,000"
04-01-18,EarlySalary,Finance,Pune,Eight Roads Ventures India,Private,"1,57,00,000"
09-01-18,Lendingkart,Finance,Ahmedabad,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,Debt Funding,"47,00,000"
09-01-18,Kinsane Entertainment Inc,Entertainment,Mumbai,N/A,Seed/Angel Funding,"25,00,000"
10-01-18,Tapzo,Technology,Bengaluru,RuNet & Other,Private Equity,"19,30,000"
10-01-18,Appario Retail Pvt Ltd.,E-commerce,Delhi,Amazon-Patni JV,Private Equity,"1,88,40,000"
10-01-18,Samunnati,Finance,Chennai,"responsAbility, Elevar Equity and Accel Partners",Private Equity,"2,35,00,000"
10-01-18,Sahajanand Medical Technologies,Technology,Surat,Morgan Stanley Private Equity Asia,Private Equity,"3,62,30,000"
12-01-18,Kuants,Technology,Gurgaon,"Pankaj Chopra, Ankush Gupta",Angel / Seed Funding,80000
12-01-18,Razorpay,Technology,Bengaluru,"Tiger Global, Y Combinator",Private Equity,"2,00,00,000"
15-01-18,Streak,Technology,Bengaluru,"Indian fintech fund, Rainmatter",Angel / Seed Funding,"3,54,600"
15-01-18,pi Ventures,Finance,Bengaluru,"Sunil Kant Munjal, Hero Electronix\\xe2\\x80\\x99s corporate financing arm, Electronic Development Fund",Private Equity,"2,50,00,000"
15-01-18,Newgen Software,Technology,New Delhi,"Goldman Sachs, hedge fund & Others",Private Equity,"2,00,00,000"
17-01-18,Rubix,Technology,Pune,Polaris Fund,Private Equity,"10,00,000"
18-01-18,ShareChat,Technology,Bengaluru,"Xiaomi Singapore, Shunwei Capital",Private Equity,"1,82,00,000"
22-01-18,Paperflite,Technology,Chennai,The Chennai Angels,Angel / Seed Funding,"4,00,000"
22-01-18,HungerBox,Consumer Internet,Bangalore,Lionrock Capital,Private Equity,"25,00,000"
22-01-18,OptaCredit,Finance,Chennai,DMI Finance,Private Equity,"40,00,000"
22-01-18,AEON Learning,Technology,Bengaluru,Dr. Ranjan Pai,Private Equity,"32,00,000"
23-01-18,Milkbasket,E-commerce,Gurugram,Unilever Ventures,Private Equity,"30,00,000"
24-01-18,NeoGrowth Credit,Finance,Mumbai,"LeapFrog Investments, Aspada Investment, Quona Capital",Private Equity,"4,70,00,000"
24-01-18,Rao IIT Academy,Education,Mumbai,Avendus Finance,Structured Debt,"86,00,000"
24-01-18,Aye Finance,Finance,Gurugram,IFMR Capital,Term Loan,"62,40,000"
25-01-18,GreyAtom,Technology,Mumbai,Pravega Ventures,Private Equity,"10,00,000"
26-01-18,Axio,Healthcare,Bengaluru,RNT Capital,Private Equity,"74,00,000"
29-01-18,eKincare,Healthcare,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, Touchstone Equities, BVR Mohan Reddy",Private Equity,"15,00,000"
29-01-18,The Wedding Brigade,Consumer internet,Mumbai,Blume Ventures,Private Equity,"10,00,000"
30-01-18,PeeSafe,Healthcare,Gurugram,"Shivani Singh, Rahul Maroli, Mitesh Shah, Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures.",Private Equity,"10,00,000"
30-01-18,BrowserStack,Technology,Mumbai,Accel Partners,Private Equity,"5,00,00,000"
30-01-18,Scapic,Technology,Bengaluru,"Axilor Ventures, Newfort Capital",Angel / Seed Funding,"5,00,000"
30-01-18,MoneyOnMobile,Technology,Mumbai,Undisclosed Investors,Private Equity,"76,00,000"
30-01-18,CureFit,Healthcare,Bengaluru,"HDFC Bank, Axis Bank",Debt Funding,"1,00,00,000"
31-01-18,iNurture,Technology,Bengaluru,Ventureast,Private Equity,"44,00,000"
01-02-18,BigBasket,Consumer Internet,Bengaluru,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",Private Equity,"30,00,00,000"
01-02-18,Zomato,Food and Beverages,Gurugram,Ant Financials,Private Equity,"20,00,00,000"
05-02-18,Pratilipi,Publishing,Bengaluru,Omidyar Network,Private Equity,"43,00,000"
05-02-18,Asia Institute Of Medical Science,Healthcare,Faridabad,CDC Group Plc,Private Equity,"2,10,00,000"
05-02-18,CollegeDekho,Consumer Internet,Gurugram,"Man Capital LLP, Girnar Software, Others",Private Equity,"20,00,000"
06-02-18,Healthi,Healthcare,Bengaluru,Montane Ventures,Private Equity,"31,00,000"
07-02-18,Swiggy,Food and Beverages,Bengaluru,Naspers,Private Equity,"10,00,00,000"
08-02-18,Shape,Healthcare,Pune,Sandeep Mathur,Seed / Angle Funding,"10,00,00,000"
08-02-18,Icertis,Consumer Internet,Pune,Meritech Capital Partners,Private Equity,"5,00,00,000"
09-02-18,healthifyme,Healthcare,Bengaluru,Sistema Asia Fund,Private Equity,"1,20,00,000"
09-02-18,Rupeek,Consumer Internet,Bengaluru,"Accel Partners, Sequoia Capital",Private Equity,"68,30,000"
12-02-18,Lendingkart,Finance,Bengaluru,Fullerton Financial Holdings Pte Ltd & Others,Private Equity,"8,70,00,000"
12-02-18,Cashify,E-Commerce,Gurugram,Trifecta Capital,Debt Funding,"9,35,089"
13-02-18,holachef,Food and Beverages,Mumbai,Ashok Kumar Gajera,Seed / Angle Funding,"3,11,200"
13-02-18,IMAX Program,Ed-Tech,Bengaluru,"Michael & Susan Dell Foundation, LGT Impact Ventures",Private Equity,"1,35,00,000"
14-02-18,OyoRooms,Hospitality,Gurgaon,DiDi Chuxing,Equity,"10,00,00,000"
14-02-18,Littlemore,Ed-Tech,Chennai,Kalpavriksh,Private Equity,"30,00,000"
14-02-18,Toppr,Ed-Tech,Mumbai,Axis Capital Partners,Private Equity,"1,00,000"
14-02-18,Shirsa Labs,Ed-Tech,Mumbai,"Dewang Neralla, Mahesh Kothurkar,Atul Agarwal",Private Equity,"5,00,000"
14-02-18,MoneyOnMobile,Technology,Mumbai,S7 Group,Private Equity,"50,00,000"
15-02-18,PetSutra,Consumer Internet,Gurugram,Michael Patrick Hickey,Seed / Angel Funding,"1,48,434"
15-02-18,Infibeam,E-Commerce,Ahemadabad,Network 18,Private Equity,"62,30,000"
16-02-18,happay,Finance,Bengaluru,Sequoia and Jerry Yang,Seed / Angel Funding,"2,50,000"
16-02-18,Fincash,Finance,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed / Angel Funding,"1,50,000"
19-02-18,AyeFinance,Finance,Gurugram,"Hinduja Leyland Finance, IntelleGrow",Private Equity,"38,00,000"
20-02-18,Agricxlab,Agriculture,Mumbai,Ankur Capital,Seed / Angel Funding,"5,00,000"
21-02-18,Udaan,E-Commerce,Bengaluru,Lightspeed & Yuri Milner,Private Equity,"5,00,00,000"
21-02-18,Capillary,IT,Bengaluru,"Wargburg Pincus, Sequoia",Private Equity,"2,00,00,000"
21-02-18,The Healthy Billions,Healthcare,Gurugram,"Blume Ventures, HealthQuad and Fireside Ventures",Private Equity,"21,00,000"
26-02-18,Avishkaar Box,Ed-Tech,Delhi,Auxano Deals,Private Equity,"7,72,500"
26-02-18,Planys Technologies,Technology,Chennai,"Kris Gopalakrishnan, Pratithi Investment Trust, MEMG Family Office, S Gopal",Private Equity,"10,40,000"
27-02-18,Trilyo,Technology,Mumbai,"Startup Buddy,Amit Manocha and others",Seed / Angel Funding,"2,50,000"
28-02-18,Gaana,Technology,Gurugram,"Tencent Holdings Ltd, Times Internet",Private Equity,"11,50,00,000"
28-02-18,Credy,IT,Bengaluru,"Y Combinator, Khosla Ventures, Vy Capital and others",Seed / Angel Funding,"14,00,000"
01-03-18,Buddy4studdy,Consumer Internet,Noida,CBA Capital and others,Private Equity,"30,00,000"
01-03-18,Urban Ladder,E-Commerce,Bengaluru,"Sequoia Capital, SAIF Partners and Kalaari capital",Private Equity,"1,20,00,000"
03-03-18,Kuvera,Consumer Internet,Bengaluru,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",Seed / Angel Funding,"2,50,000"
04-03-18,Gramophone,Technology,Indore,InfoEdge,Seed/Angel Funding,"10,00,000"
04-03-18,Livehealth,Consumer Internet,Pune,Nexus Venture Partners,Seed / Angel Funding,"11,00,000"
05-03-18,Wellthy,Healthcare,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",Private Equity,"21,00,000"
05-03-18,MedGenome,Healthcare,Bengaluru,"HDFC Life, HDFC Asset Management",Private Equity,"1,00,00,000"
05-03-18,Finova Capital,Consumer Internet,Jaipur,Sequoia Capital,Private Equity,"60,00,000"
05-03-18,Hotelogix,Technology,Noida,"Vertex Ventures, Accel Partners and Saama Capital",Private Equity,"50,00,000"
06-03-18,Ad2pro,Technology,Chennai,Avendus Finance Pvt. Ltd,Debt Funding,"97,00,000"
06-03-18,Coverfox,Consumer Internet,Mumbai,Aegon NV,Private Equity,"76,00,000"
08-03-18,Pepperfry,Consumer Internet,Mumbai,State Street Global Advisors,Private Equity,"3,84,00,000"
08-03-18,Magicpin,Consumer Internet,Gurugram,Trifecta Capital,Debt Funding,"10,00,000"
12-03-18,HealthCare,Consumer Internet,Mumbai,HR Fund,Seed / Angel Funding,"10,00,000"
13-03-18,PineLabs,Technology,Mumbai,"Actis, Altimeter Capital",Private Equity,"8,20,00,000"
14-03-18,AvailFinance,Consumer Internet,Bengaluru,"Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kunal Shah and Manish Patel.",Private Equity,"1,72,00,000"
15-03-18,Grofers,Consumer Internet,Gurugram,"SoftBank, Tiger Global and Apoletto Managers.",Private Equity,"6,20,00,000"
19-03-18,Fingerlix,Consumer Internet,Mumbai,Alteria Capital,Debt Funding,"13,10,000"
19-03-18,Karma Healthcare,Healthcare,Udaipur,"1Crowd, Ankur Capital",Seed / Angel Funding,"5,00,000"
19-03-18,Zappfresh,Food & Beverages,Gurugram,"Amit Burman, SIDBI Venture Capital",Seed / Angel Funding,"30,00,000"
19-03-18,CustomerSucessBox,Technology,Gurugram,"Pi Ventures, Axilor Ventures",Seed / Angel Funding,"10,00,000"
22-03-18,Chargebee,Technology,Chennai,"Insight Venture Partners, Accel Partners and Tiger Global Management.",Private Equity,"1,80,00,000"
22-03-18,i2i Funding,Consumer Internet,Noida,SucSEED Venture Partners,Seed / Angel Funding,"7,68,000"
22-03-18,Slang Labs,Technology,Bengaluru,Endiya Partners,Seed / Angel Funding,"12,40,000"
26-03-18,Cash Suvidha,Consumer Internet,Delhi,"Initia Holdings,Vipin Agarwal and others.",Seed / Angel Funding,"10,00,000"
27-03-18,The Print,Media,Delhi,Ratan Tata,Seed / Angel Funding,"5,35,000"
27-03-18,DriveU,Technology,Bengaluru,Amit Singhal and Unitus Seed Fund,Private Equity,"30,00,000"
28-03-18,Roadcast,Technology,Delhi,N/A,Private Equity,"2,50,000"
28-03-18,Smartcoin,Finance,Bengaluru,"Accion Venture Lab, Unicorn India Ventures and ISME ACE.",Seed / Angel Funding,"20,00,000"
02-04-18,Fitternity,Consumer Internet,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,"20,00,000"
02-04-18,Synctag,Technology,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed / Angel Funding,"3,07,600"
02-04-18,Finzy,Consumer Internet,Bengaluru,N/A,Seed / Angel Funding,"13,00,000"
04-04-18,Varthana,Finance,Bengaluru,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,"5,50,00,000"
05-04-18,IndigoLearn,Ed-Tech,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed / Angel Funding,"1,50,000"
05-04-18,Vedantu,Ed-Tech,Bangalore,"Accel Partners, Tiger Global And Others",Private Equity,"1,00,00,000"
09-04-18,Kaleidofin,Fiinance,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed / Angel Funding,"28,00,000"
09-04-18,Pipabella,Consumer Internet,Mumbai,Fireside Ventures,Seed / Angel Funding,"1,000,000,"
09-04-18,Kriger Campus,Ed-Tech,Delhi,N/A,Seed / Angel Funding,46140
10-04-18,TravelTriangle,Consumer Internet,Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,"1,20,00,000"
12-04-18,Letsmd,Healthcare,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Seed / Angel Funding,"10,00,000"
12-04-18,AyeFinance,Finance,Gurugram,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt Funding,"46,000,00"
13-04-18,mintifi,Finance,Mumbai,Lok Capital,Seed / Angel Funding,"20,00,000"
16-04-18,icanstay,Consumer Internet,Delhi,Mr. Manoj Prasad,Seed / Angel Funding,"5,00,000"
18-04-18,Coverfox,Consumer Internet,Mumbai,"International Finance Corporation, Transamerica and others.",Private Equity,"2,20,00,000"
19-04-18,Fyle Technologies,Technology,Bengaluru,Pravega Ventures and Beenext,Seed / Angel Funding,"11,000,00"
19-04-18,True Balance,Technology,Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",Private Equity,"2,30,00,000"
22-04-18,Doxper,Healthcare,Mumbai,Vidal Healthcare,Seed / Angel Funding,"19,00,000"
22-04-18,Nykaa,Consumer Internet,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,"1,10,00,000"
23-04-18,Mihuru,Finance,Mumbai,N/A,Seed / Angel Funding,"1,50,000"
23-04-18,Capital Float,Finance,Bengaluru,Amazon,Private Equity,"2,20,00,000"
25-04-18,Trip shelf,Consumer Internet,Delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia",Seed / Angel Funding,"2,46,000"
26-04-18,POPxo,Technology,Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",Private Equity,"55,00,000"
27-04-18,1mg,Consumer Internet,Gurugram,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Private Equity,"1,00,00,000"
30-04-18,Samco,Consumer Internet,Mumbai,Bay Capital Investments and Others,Private Equity,"75,00,000"
30-04-18,MyLoanCare,Finance,Gurgaon,SAR Group,Seed / Angel Funding,"9,78,000"
02-05-18,OpenTap,Finance,Chennai,Unknown High Net-Worth Individuals,Seed / Angel Funding,"4,50,000"
02-05-18,Bizongo,Consumer Internet,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,"2,20,00,000"
03-05-18,Disprz,IT,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed / Angel Funding,"25,00,000"
07-05-18,PaisaDukan,Consumer Internet,Mumbai,N/A,Seed / Angel Funding,"2,25,000"
09-05-18,i3sysytems,Technology,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed / Angel Funding,"10,00,000"
11-05-18,Earth Food,Consumer Internet,Pune,Rairah Corporation,Seed / Angel Funding,"9,49,000"
14-05-18,Nykaa,Consumer Internet,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,"2,40,00,000"
16-05-18,mfine,Healthcare,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,4200000
21-05-18,Rocketium,Technology,Bengaluru,Blume ventures,Seed/ Angel Funding,"3,00,000"
